id;ano;mes;dia;dia_semana;hora;aisp;municipio;bairro;latitude;longitude;natureza;idade;f_etaria;sexo;raca_cor;orientacao_sexual;id_vitima;populacao
2024868929;2024;7;14;7;0;14 AISP - Campo Mourao;CAMPO MOURAO;CENTRO;-24,0412232;-52,38111509;Crimes Violentos Letais Intencionais (CVLI);23 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;32940;99432
2024868929;2024;7;14;7;0;14 AISP - Campo Mourao;CAMPO MOURAO;CENTRO;-24,0412232;-52,38111509;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);23 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;10054;99432
2024869193;2024;7;14;7;2;18 AISP - Apucarana;FAXINAL;ZONA RURAL;-24,00392707;-51,32010593;Praticar Homicidio Culposo na Direcao de Veiculo;46 anos;25 ~ 59 anos (Adulto);Masculino;Preta;Nao Informado;18311;16389
2024869193;2024;7;14;7;2;18 AISP - Apucarana;FAXINAL;ZONA RURAL;-24,00392707;-51,32010593;Praticar Homicidio Culposo na Direcao de Veiculo;81 anos;60+ (Idoso);Feminino;Parda;Nao Informado;18310;16389
2024869387;2024;7;14;7;3;22 AISP - Telemaco Borba;SAPOPEMA;CENTRO;-23,90728746;-50,57964663;Crimes Violentos Letais Intencionais (CVLI);43 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;32942;6695
2024869387;2024;7;14;7;3;22 AISP - Telemaco Borba;SAPOPEMA;CENTRO;-23,90728746;-50,57964663;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);43 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;10056;6695
2024869329;2024;7;14;7;4;10 AISP - Francisco Beltrao;SANTO ANTONIO DO SUDOESTE;VILA AURORA;-26,07497548;-53,72308343;Crimes Violentos Letais Intencionais (CVLI);40 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Heterossexual;32941;23673
2024869329;2024;7;14;7;4;10 AISP - Francisco Beltrao;SANTO ANTONIO DO SUDOESTE;VILA AURORA;-26,07497548;-53,72308343;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);40 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Heterossexual;10055;23673
2024869428;2024;7;14;7;6;02 AISP - Sao Jose dos Pinhais;CAMPINA GRANDE DO SUL;JD PAULISTA;-25,30324751;-49,05346587;Praticar Homicidio Culposo na Direcao de Veiculo;23 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;18314;47799
2024869386;2024;7;14;7;7;07 AISP - Guarapuava;GUARAPUAVA;CENTRO;-25,39359198;-51,46343108;Praticar Homicidio Culposo na Direcao de Veiculo;27 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;18313;182093
2024869386;2024;7;14;7;7;07 AISP - Guarapuava;GUARAPUAVA;CENTRO;-25,39359198;-51,46343108;Praticar Homicidio Culposo na Direcao de Veiculo;61 anos;60+ (Idoso);Feminino;Branca;Nao Informado;18312;182093
2024870254;2024;7;14;7;13;10 AISP - Francisco Beltrao;SANTA IZABEL DO OESTE;NOSSA SENHORA FATIMA;-25,81438122;-53,48361754;Crimes Violentos Letais Intencionais (CVLI);81 anos;60+ (Idoso);Masculino;Amarela;Nao Informado;32943;14070
2024870254;2024;7;14;7;13;10 AISP - Francisco Beltrao;SANTA IZABEL DO OESTE;NOSSA SENHORA FATIMA;-25,81438122;-53,48361754;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);81 anos;60+ (Idoso);Masculino;Amarela;Nao Informado;10057;14070
2024870155;2024;7;14;7;16;14 AISP - Campo Mourao;CIANORTE;CENTRO;-23,65381315;-52,60915089;Praticar Homicidio Culposo na Direcao de Veiculo;30 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;18316;79527
2024870155;2024;7;14;7;16;14 AISP - Campo Mourao;CIANORTE;CENTRO;-23,65381315;-52,60915089;Praticar Homicidio Culposo na Direcao de Veiculo;34 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;18315;79527
2024871440;2024;7;15;1;0;10 AISP - Francisco Beltrao;DOIS VIZINHOS;ZONA RURAL;-25,74601002;-53,05483599;Praticar Homicidio Culposo na Direcao de Veiculo;25 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;18318;44869
2024871401;2024;7;15;1;0;18 AISP - Apucarana;APUCARANA;NUCLEO HABITACIONAL MARCOS FREIRE;-23,55159299;-51,45998514;Crimes Violentos Letais Intencionais (CVLI);37 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;32944;130134
2024871401;2024;7;15;1;0;18 AISP - Apucarana;APUCARANA;NUCLEO HABITACIONAL MARCOS FREIRE;-23,55159299;-51,45998514;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);37 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;10058;130134
2024871298;2024;7;15;1;1;01 AISP - Curitiba;CURITIBA;CAMPO COMPRIDO;-25,432956;-49,27184789;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Parda;Nao Informado;21331;1773733
2024873360;2024;7;15;1;12;01 AISP - Curitiba;CURITIBA;PAROLIN;-25,432956;-49,27184789;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Branca;Nao Informado;21332;1773733
2024875049;2024;7;15;1;14;01 AISP - Curitiba;CURITIBA;SANTA CANDIDA;-25,432956;-49,27184789;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Branca;Nao Informado;21333;1773733
2024874710;2024;7;15;1;16;02 AISP - Sao Jose dos Pinhais;PINHAIS;CENTRO;-25,44219789;-49,19919742;Crimes Violentos Letais Intencionais (CVLI);Nao Informado;Nao Informado;Feminino;Branca;Nao Informado;32947;127019
2024874710;2024;7;15;1;16;02 AISP - Sao Jose dos Pinhais;PINHAIS;CENTRO;-25,44219789;-49,19919742;Infanticidio;Nao Informado;Nao Informado;Feminino;Branca;Nao Informado;12764;127019
2024876722;2024;7;15;1;17;02 AISP - Sao Jose dos Pinhais;SAO JOSE DOS PINHAIS;AFONSO PENA;-25,537702;-49,20008247;Crimes Violentos Letais Intencionais (CVLI);29 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;32949;329222
2024876722;2024;7;15;1;17;02 AISP - Sao Jose dos Pinhais;SAO JOSE DOS PINHAIS;AFONSO PENA;-25,537702;-49,20008247;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);29 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;10062;329222
2024875868;2024;7;15;1;18;01 AISP - Curitiba;CURITIBA;BUTIATUVINHA;-25,432956;-49,27184789;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Branca;Nao Informado;21334;1773733
2024876092;2024;7;15;1;23;01 AISP - Curitiba;CURITIBA;TATUQUARA;-25,432956;-49,27184789;Crimes Violentos Letais Intencionais (CVLI);56 anos;25 ~ 59 anos (Adulto);Feminino;Branca;Heterossexual;32948;1773733
2024876092;2024;7;15;1;23;01 AISP - Curitiba;CURITIBA;TATUQUARA;-25,432956;-49,27184789;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);56 anos;25 ~ 59 anos (Adulto);Feminino;Branca;Heterossexual;10061;1773733
2024876056;2024;7;15;1;23;04 AISP - Ponta Grossa;PONTA GROSSA;NEVES;-25,092547;-50,16144206;Morte por Intervencao Legal de Agente do Estado - MILAE;27 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;21335;358367
2024882197;2024;7;15;1;23;22 AISP - Telemaco Borba;VENTANIA;CENTRO;-24,24416586;-50,24761722;Crimes Violentos Letais Intencionais (CVLI);20 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;32955;9681
2024882197;2024;7;15;1;23;22 AISP - Telemaco Borba;VENTANIA;CENTRO;-24,24416586;-50,24761722;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);20 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;10068;9681
2024885291;2024;7;16;2;11;02 AISP - Sao Jose dos Pinhais;PINHAIS;JD KARLA;-25,44219789;-49,19919742;Aborto;Nao Informado;Nao Informado;Masculino;Nao Informado;Nao Informado;12741;127019
2024885291;2024;7;16;2;11;02 AISP - Sao Jose dos Pinhais;PINHAIS;JD KARLA;-25,44219789;-49,19919742;Crimes Violentos Letais Intencionais (CVLI);Nao Informado;Nao Informado;Masculino;Nao Informado;Nao Informado;32960;127019
2024880314;2024;7;16;2;15;07 AISP - Guarapuava;PRUDENTOPOLIS;PONTE ALTA;-25,2160205;-50,98357509;Crimes Violentos Letais Intencionais (CVLI);53 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;32951;49393
2024880314;2024;7;16;2;15;07 AISP - Guarapuava;PRUDENTOPOLIS;PONTE ALTA;-25,2160205;-50,98357509;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);53 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;10064;49393
2024901564;2024;7;16;2;16;06 AISP - Uniao Da Vitoria;UNIAO DA VITORIA;SAO JOAQUIM;-26,2284345;-51,09060952;Praticar Homicidio Culposo na Direcao de Veiculo;22 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;18327;55033
2024880306;2024;7;16;2;19;02 AISP - Sao Jose dos Pinhais;CAMPINA GRANDE DO SUL;CAMPINA GRANDE DO SUL;-25,30324751;-49,05346587;Crimes Violentos Letais Intencionais (CVLI);29 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;32950;47799
2024880306;2024;7;16;2;19;02 AISP - Sao Jose dos Pinhais;CAMPINA GRANDE DO SUL;CAMPINA GRANDE DO SUL;-25,30324751;-49,05346587;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);29 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;10063;47799
2024880531;2024;7;16;2;19;22 AISP - Telemaco Borba;CANDIDO DE ABREU;TEREZA CRISTINA;-24,56466912;-51,33258051;Crimes Violentos Letais Intencionais (CVLI);55 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;32953;15244
2024880531;2024;7;16;2;19;22 AISP - Telemaco Borba;CANDIDO DE ABREU;TEREZA CRISTINA;-24,56466912;-51,33258051;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);55 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;10066;15244
2024880439;2024;7;16;2;22;17 AISP - Maringa;MARINGA;JD CASTOR;-23,42228;-51,93988187;Crimes Violentos Letais Intencionais (CVLI);36 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Heterossexual;32952;409657
2024880439;2024;7;16;2;22;17 AISP - Maringa;MARINGA;JD CASTOR;-23,42228;-51,93988187;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);36 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Heterossexual;10065;409657
2024880931;2024;7;17;3;4;04 AISP - Ponta Grossa;PALMEIRA;ZONA RURAL;-25,4185679;-50,00324682;Crimes Violentos Letais Intencionais (CVLI);53 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;32954;33855
2024880931;2024;7;17;3;4;04 AISP - Ponta Grossa;PALMEIRA;ZONA RURAL;-25,4185679;-50,00324682;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);53 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;10067;33855
2024881958;2024;7;17;3;10;02 AISP - Sao Jose dos Pinhais;SAO JOSE DOS PINHAIS;AFONSO PENA;-25,537702;-49,20008247;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Parda;Nao Informado;21336;329222
2024882916;2024;7;17;3;11;14 AISP - Campo Mourao;PEABIRU;CENTRO;-23,91412643;-52,34789615;Crimes Violentos Letais Intencionais (CVLI);27 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;32956;13346
2024882916;2024;7;17;3;11;14 AISP - Campo Mourao;PEABIRU;CENTRO;-23,91412643;-52,34789615;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);27 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;10069;13346
2024885128;2024;7;17;3;12;10 AISP - Francisco Beltrao;FLOR DA SERRA DO SUL;CENTRO;-26,25529885;-53,30859768;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Parda;Nao Informado;21340;4364
2024885128;2024;7;17;3;12;10 AISP - Francisco Beltrao;FLOR DA SERRA DO SUL;CENTRO;-26,25529885;-53,30859768;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Parda;Nao Informado;21339;4364
2024884168;2024;7;17;3;17;11 AISP - Cascavel;CASCAVEL;PACAEMBU;-24,9537975;-53,45972218;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Branca;Nao Informado;21337;348051
2024884168;2024;7;17;3;17;11 AISP - Cascavel;CASCAVEL;PACAEMBU;-24,9537975;-53,45972218;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Branca;Nao Informado;21338;348051
2024884284;2024;7;17;3;19;01 AISP - Curitiba;CURITIBA;NOVO MUNDO;-25,432956;-49,27184789;Crimes Violentos Letais Intencionais (CVLI);42 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Heterossexual;32957;1773733
2024884284;2024;7;17;3;19;01 AISP - Curitiba;CURITIBA;NOVO MUNDO;-25,432956;-49,27184789;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);42 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Heterossexual;10070;1773733
2024884617;2024;7;17;3;20;14 AISP - Campo Mourao;PEABIRU;JD LEBLOM;-23,91412643;-52,34789615;Crimes Violentos Letais Intencionais (CVLI);31 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;32959;13346
2024884617;2024;7;17;3;20;14 AISP - Campo Mourao;PEABIRU;JD LEBLOM;-23,91412643;-52,34789615;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);31 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;10072;13346
2024884370;2024;7;17;3;21;17 AISP - Maringa;MARINGA;ZONA SETE;-23,42228;-51,93988187;Crimes Violentos Letais Intencionais (CVLI);40 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;32958;409657
2024884370;2024;7;17;3;21;17 AISP - Maringa;MARINGA;ZONA SETE;-23,42228;-51,93988187;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);40 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;10071;409657
2024885288;2024;7;18;4;1;04 AISP - Ponta Grossa;PONTA GROSSA;JD CARVALHO;-25,092547;-50,16144206;Praticar Homicidio Culposo na Direcao de Veiculo;26 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;18321;358367
2024888626;2024;7;18;4;5;11 AISP - Cascavel;CASCAVEL;PACAEMBU;-24,9537975;-53,45972218;Praticar Homicidio Culposo na Direcao de Veiculo;30 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;18323;348051
2024885834;2024;7;18;4;6;05 AISP - Sao Mateus do Sul;CAMPO DO TENENTE;RODOVIA;-25,98100566;-49,69037694;Praticar Homicidio Culposo na Direcao de Veiculo;63 anos;60+ (Idoso);Feminino;Nao Informado;Nao Informado;18322;7508
2024885457;2024;7;18;4;6;20 AISP - Londrina;LONDRINA;LON RITA;-23,312156;-51,16277342;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Parda;Nao Informado;21342;555937
2024885457;2024;7;18;4;6;20 AISP - Londrina;LONDRINA;LON RITA;-23,312156;-51,16277342;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Parda;Nao Informado;21341;555937
2024884927;2024;7;18;4;7;18 AISP - Apucarana;APUCARANA;DISTRITO VILA REIS;-23,55159299;-51,45998514;Praticar Homicidio Culposo na Direcao de Veiculo;49 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;18319;130134
2024891075;2024;7;18;4;11;17 AISP - Maringa;MANDAGUARI;JD BOA VISTA;-23,517452;-51,68125209;Crimes Violentos Letais Intencionais (CVLI);32 anos;25 ~ 59 anos (Adulto);Masculino;Preta;Nao Informado;32962;36716
2024891075;2024;7;18;4;11;17 AISP - Maringa;MANDAGUARI;JD BOA VISTA;-23,517452;-51,68125209;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);32 anos;25 ~ 59 anos (Adulto);Masculino;Preta;Nao Informado;10074;36716
2024888999;2024;7;19;5;0;01 AISP - Curitiba;CURITIBA;CAMPO DE SANTANA;-25,432956;-49,27184789;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Parda;Nao Informado;21343;1773733
2024891888;2024;7;19;5;7;07 AISP - Guarapuava;PRUDENTOPOLIS;CENTRO;-25,2160205;-50,98357509;Crimes Violentos Letais Intencionais (CVLI);53 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;32963;49393
2024891888;2024;7;19;5;7;07 AISP - Guarapuava;PRUDENTOPOLIS;CENTRO;-25,2160205;-50,98357509;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);53 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Nao Informado;10075;49393
2024890543;2024;7;19;5;8;13 AISP - Toledo;MARECHAL CANDIDO RONDON;LINHA RURAL;-24,5592545;-54,06000782;Crimes Violentos Letais Intencionais (CVLI);27 anos;25 ~ 59 anos (Adulto);Feminino;Branca;Heterossexual;32961;55836
2024890543;2024;7;19;5;8;13 AISP - Toledo;MARECHAL CANDIDO RONDON;LINHA RURAL;-24,5592545;-54,06000782;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);27 anos;25 ~ 59 anos (Adulto);Feminino;Branca;Heterossexual;10073;55836
2024893039;2024;7;19;5;19;02 AISP - Sao Jose dos Pinhais;SAO JOSE DOS PINHAIS;CAMPO LARGO DA ROSEIRA;-25,537702;-49,20008247;Crimes Violentos Letais Intencionais (CVLI);19 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;32964;329222
2024893039;2024;7;19;5;19;02 AISP - Sao Jose dos Pinhais;SAO JOSE DOS PINHAIS;CAMPO LARGO DA ROSEIRA;-25,537702;-49,20008247;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);19 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;10076;329222
2024893798;2024;7;19;5;20;02 AISP - Sao Jose dos Pinhais;SAO JOSE DOS PINHAIS;PQ DA FONTE;-25,537702;-49,20008247;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Nao Informado;Nao Informado;21345;329222
2024893641;2024;7;19;5;21;01 AISP - Curitiba;CURITIBA;CAJURU;-25,432956;-49,27184789;Crimes Violentos Letais Intencionais (CVLI);32 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Heterossexual;32965;1773733
2024893641;2024;7;19;5;21;01 AISP - Curitiba;CURITIBA;CAJURU;-25,432956;-49,27184789;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);32 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Heterossexual;10077;1773733
2024894211;2024;7;19;5;23;02 AISP - Sao Jose dos Pinhais;SAO JOSE DOS PINHAIS;PQ DA FONTE;-25,537702;-49,20008247;Praticar Homicidio Culposo na Direcao de Veiculo;29 anos;25 ~ 59 anos (Adulto);Masculino;Nao Informado;Nao Informado;18324;329222
2024893711;2024;7;19;5;23;20 AISP - Londrina;CAMBE;PQ RESIDENCIAL ANA ROSA;-23,281632;-51,27772844;Morte por Intervencao Legal de Agente do Estado - MILAE;< 01 ano;0 ~ 14 anos (Crian‡a);Masculino;Parda;Nao Informado;21344;107208
2024893855;2024;7;20;6;0;07 AISP - Guarapuava;PRUDENTOPOLIS;CENTRO;-25,2160205;-50,98357509;Crimes Violentos Letais Intencionais (CVLI);42 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;32967;49393
2024893855;2024;7;20;6;0;07 AISP - Guarapuava;PRUDENTOPOLIS;CENTRO;-25,2160205;-50,98357509;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);42 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;10079;49393
2024893974;2024;7;20;6;2;01 AISP - Curitiba;CURITIBA;PINHEIRINHO;-25,432956;-49,27184789;Crimes Violentos Letais Intencionais (CVLI);17 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Heterossexual;32969;1773733
2024893974;2024;7;20;6;2;01 AISP - Curitiba;CURITIBA;PINHEIRINHO;-25,432956;-49,27184789;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);17 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Heterossexual;10081;1773733
2024893850;2024;7;20;6;2;09 AISP - Pato Branco;CLEVELANDIA;CENTRO;-26,40520529;-52,3529862;Crimes Violentos Letais Intencionais (CVLI);24 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;32966;15070
2024893850;2024;7;20;6;2;09 AISP - Pato Branco;CLEVELANDIA;CENTRO;-26,40520529;-52,3529862;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);24 anos;15 ~ 24 anos (Jovem);Masculino;Branca;Nao Informado;10078;15070
2024893938;2024;7;20;6;3;17 AISP - Maringa;MARINGA;DISTRITO IGUATEMI;-23,42228;-51,93988187;Crimes Violentos Letais Intencionais (CVLI);19 anos;15 ~ 24 anos (Jovem);Masculino;Preta;Nao Informado;32968;409657
2024893938;2024;7;20;6;3;17 AISP - Maringa;MARINGA;DISTRITO IGUATEMI;-23,42228;-51,93988187;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);19 anos;15 ~ 24 anos (Jovem);Masculino;Preta;Nao Informado;10080;409657
2024895554;2024;7;20;6;16;13 AISP - Toledo;TOLEDO;NOVO SARANDI;-24,732077;-53,74141149;Crimes Violentos Letais Intencionais (CVLI);37 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Heterossexual;32970;150470
2024895554;2024;7;20;6;16;13 AISP - Toledo;TOLEDO;NOVO SARANDI;-24,732077;-53,74141149;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);37 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Heterossexual;10082;150470
2024908969;2024;7;20;6;16;17 AISP - Maringa;MARINGA;JD REAL;-23,42228;-51,93988187;Praticar Homicidio Culposo na Direcao de Veiculo;31 anos;25 ~ 59 anos (Adulto);Masculino;Preta;Nao Informado;18334;409657
2024895876;2024;7;20;6;20;18 AISP - Apucarana;APUCARANA;JD PONTA GROSSA;-23,55159299;-51,45998514;Crimes Violentos Letais Intencionais (CVLI);48 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Heterossexual;32971;130134
2024895876;2024;7;20;6;20;18 AISP - Apucarana;APUCARANA;JD PONTA GROSSA;-23,55159299;-51,45998514;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);48 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Heterossexual;10083;130134
2024896915;2024;7;20;6;22;03 AISP - Paranagu ;PARANAGUA;JD IGUACU;-25,5068415;-48,52473284;Crimes Violentos Letais Intencionais (CVLI);39 anos;25 ~ 59 anos (Adulto);Masculino;Preta;Nao Informado;32972;145829
2024896915;2024;7;20;6;22;03 AISP - Paranagu ;PARANAGUA;JD IGUACU;-25,5068415;-48,52473284;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);39 anos;25 ~ 59 anos (Adulto);Masculino;Preta;Nao Informado;10084;145829
2024897083;2024;7;20;6;23;04 AISP - Ponta Grossa;PONTA GROSSA;COLONIA DONA LUIZA;-25,092547;-50,16144206;Crimes Violentos Letais Intencionais (CVLI);23 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;32973;358367
2024897083;2024;7;20;6;23;04 AISP - Ponta Grossa;PONTA GROSSA;COLONIA DONA LUIZA;-25,092547;-50,16144206;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);23 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;10085;358367
2024900809;2024;7;21;7;1;17 AISP - Maringa;MANDAGUACU;MORADA DO SOL;-23,34278914;-52,09425306;Crimes Violentos Letais Intencionais (CVLI);21 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Heterossexual;32978;31457
2024900809;2024;7;21;7;1;17 AISP - Maringa;MANDAGUACU;MORADA DO SOL;-23,34278914;-52,09425306;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);21 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Heterossexual;10089;31457
2024897400;2024;7;21;7;1;18 AISP - Apucarana;IVAIPORA;CENTRO;-24,24194802;-51,67455205;Crimes Violentos Letais Intencionais (CVLI);53 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Heterossexual;32975;32720
2024897400;2024;7;21;7;1;18 AISP - Apucarana;IVAIPORA;CENTRO;-24,24194802;-51,67455205;Roubo com Resultado Morte;53 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Heterossexual;12374;32720
2024897326;2024;7;21;7;2;07 AISP - Guarapuava;GUARAPUAVA;JD DAS AMERICAS;-25,39359198;-51,46343108;Crimes Violentos Letais Intencionais (CVLI);20 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;32974;182093
2024897326;2024;7;21;7;2;07 AISP - Guarapuava;GUARAPUAVA;JD DAS AMERICAS;-25,39359198;-51,46343108;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);20 anos;15 ~ 24 anos (Jovem);Masculino;Parda;Nao Informado;10086;182093
2024897600;2024;7;21;7;4;01 AISP - Curitiba;CURITIBA;TATUQUARA;-25,432956;-49,27184789;Crimes Violentos Letais Intencionais (CVLI);27 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Heterossexual;32976;1773733
2024897600;2024;7;21;7;4;01 AISP - Curitiba;CURITIBA;TATUQUARA;-25,432956;-49,27184789;Homicidio Doloso (homicidio simples e qualificado e homicidio doloso no transito);27 anos;25 ~ 59 anos (Adulto);Masculino;Branca;Heterossexual;10087;1773733
2024901046;2024;7;21;7;12;17 AISP - Maringa;SARANDI;JD DAS TORRES;-23,44317201;-51,87368204;Crimes Violentos Letais Intencionais (CVLI);21 anos;15 ~ 24 anos (Jovem);Feminino;Parda;Nao Informado;32980;118455
2024901046;2024;7;21;7;12;17 AISP - Maringa;SARANDI;JD DAS TORRES;-23,44317201;-51,87368204;Feminicidio;21 anos;15 ~ 24 anos (Jovem);Feminino;Parda;Nao Informado;11933;118455
2024898810;2024;7;21;7;17;03 AISP - Paranagu ;PARANAGUA;BOCKMANN;-25,5068415;-48,52473284;Crimes Violentos Letais Intencionais (CVLI);30 anos;25 ~ 59 anos (Adulto);Masculino;Parda;Nao Informado;32977;145829
